country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
Chile,"Composed, lightly woody aromas of berry fruits, spice and herbs are harmonious and earthy. This spunky Cabernet reflects a cool vintage via pepper, tomato, herb and berry flavors. A layered yet snappy finish shows good length and complexity.",T.H. Terroir Hunter Alto Maipo,90,25.0,Pirque,,Undurraga 2013 T.H. Terroir Hunter Alto Maipo Cabernet Sauvignon (Pirque),Cabernet Sauvignon,2013.0,4/6 Excellent,Up to 50€
Chile,"This medium-bodied Syrah boasts baking spice, brick dust, brandied cherry and cassis aromas along with some stalky green. The palate is tight and bouncy, with firm tannins and herbal flavors of licorice root, spice, coconuty oak and black fruits. On the finish, it's all about coconut and chocolate.",Signatura,88,30.0,Maipo Valley,,Echeverria 2009 Signatura Syrah (Maipo Valley),Syrah,2009.0,3/6 Very Good,Up to 50€
Chile,"Vacillates between seeming totally fresh and clean and showing herbal, light green notes. There's graham cracker, jammy blackberry and bergamot on the nose, but also a pickled element. Grabby, chunky and jammy in the mouth, with juicy acidity and blue fruit flavors.",Reserva,87,11.0,Maipo Valley,,Echeverria 2009 Reserva Syrah (Maipo Valley),Syrah,2009.0,3/6 Very Good,Up to 20€
Chile,"Big, dark and brash, and very much in the modern California style, meaning it's rich, creamy, oaky and full-bodied. The nose brings toast, heat and potency, while the flavors are saturated, spicy and revolve around wild berry, tea, spice, caramel and savory warmth. Only gets better as it opens and airs; drink now through 2012.",Alazan CJ's Barrel,90,32.0,Casablanca Valley,,Kingston Family 2008 Alazan CJ's Barrel Pinot Noir (Casablanca Valley),Pinot Noir,2008.0,4/6 Excellent,Up to 50€
Chile,"Bland apple and citrus aromas are oaky, with a note of popcorn. This feels plump and short on core acidity. Melon, applesauce and oak-resin flavors finish flat and with a flavor note of fresh butter.",Reserva,84,12.0,Leyda Valley,,Santa Carolina 2016 Reserva Chardonnay (Leyda Valley),Chardonnay,2016.0,2/6 Good,Up to 20€
Chile,"This is a punchy wine that's fresh on the nose. The palate sports a viscous feel that's related to Viognier and Chardonnay, while the Sauvignon Blanc and Sauvignon Gris in the blend bring a citrus-like quality and an asparagus flavor.  The finish quickly loses steam.",Quinta Generación,87,28.0,Colchagua Valley,,Casa Silva 2010 Quinta Generación White (Colchagua Valley),White Blend,2010.0,3/6 Very Good,Up to 50€
Chile,"This varietal Sauvignon Gris isn't as aromatic as the more pungent Sauvignon Blanc. In the mouth, this is medium in body, with good overall texture. Dry racy flavors of scallion and bitter melon are not exuberant but turn fruitier on the finish.",Isidora,87,15.0,Maule Valley,,Cousiño-Macul 2015 Isidora Sauvignon Gris (Maule Valley),Sauvignon Gris,2015.0,3/6 Very Good,Up to 20€
Chile,"Full and rubbery on the nose, with berry, prune and foresty aromas. Quite tannic and biting on the palate, with espresso, stewed prune and bitterness to the flavor profile. Finishes hard and unyielding, with a lasting note of coffee-like bitterness.",Hacienda Araucano Reserva,85,13.0,Lolol Valley,,François Lurton 2010 Hacienda Araucano Reserva Syrah (Lolol Valley),Syrah,2010.0,2/6 Good,Up to 20€
Chile,"Punchy citrus aromas are natural like they should be for an unoaked wine. Angular and a bit sharp on the palate, this spunky style of Chardonnay deals tart peach and nectarine flavors in front of a fresh finish that's a touch sour.",Reserva Unoaked,87,13.0,Casablanca Valley,,Apaltagua 2015 Reserva Unoaked Chardonnay (Casablanca Valley),Chardonnay,2015.0,3/6 Very Good,Up to 20€
Chile,"Raspberry, bubble gum and rhubarb aromas get this pink-tinted rosé off to a solid start. Juicy and smooth on the palate, this tastes of citrus fruits, pineapple and red plum. Bright acidity ensures that this is lasting and fresh on the finish.",Reserva Especial,87,13.0,Colchagua Valley,,Calcu 2016 Reserva Especial Rosé (Colchagua Valley),Rosé,2016.0,3/6 Very Good,Up to 20€
Chile,"Oak, peach and nutty aromas ride on the nose. Dense, creamy and reasonably balanced on the palate, this chunky number offers full melon and peach flavors prior to a briny, long finish.",Vitral Reserva,85,13.0,Chile,,Viña Maipo 2014 Vitral Reserva Chardonnay (Chile),Chardonnay,2014.0,2/6 Good,Up to 20€
Chile,"Briary red-fruit aromas are earthy and mellow, with notes of red-apple skin and raspberry. This is medium in body, fresh and feels good on the palate. Plum, raspberry and vanilla flavors are lightly herbal, while the finish is largely smooth and mild.",Reserva,86,13.0,Maipo Valley,,Santa Rita 2011 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2011.0,2/6 Good,Up to 20€
Chile,"This new Cabernet from Cono Sur opens with a mix of cedar and berry aromas. In the mouth, it's super crisp and high in acidity, which creates astringency and adds sourness to the wine's herbal plum core. It's punchy and almost citric on the finish.",Silencio,88,175.0,Maipo Valley,,Cono Sur 2010 Silencio Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2010.0,3/6 Very Good,Up to 500€
Chile,"The nose on this wine is fresh but nothing unusual or exciting. In the mouth, it's racy, with acidity and flavors of green veggies, citrus fruits and pith. Things turn more pithy and mildly bitter on the finish, where tarragon and rosemary accents take over.",Limited Edition,87,17.0,Casablanca Valley,,Rios de Chile 2011 Limited Edition Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,2011.0,3/6 Very Good,Up to 20€
Chile,"Crisp, green and snappy on the nose, this is however not as defined, cut or chiseled on the palate as in previous vintages. It tastes grassy, bordering on vegetal, but also a little wayward and soft.",Cariblanco,87,16.0,Casablanca Valley,,Kingston Family 2011 Cariblanco Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,2011.0,3/6 Very Good,Up to 20€
Chile,"Looking for a juggernaut red that cries out for steak? Give this lush, stylish, nearly flawless Carmenère a shot and you won't be disappointed. The nose opens with toast, mineral, herbs, olive and berry fruit, and the palate is more of the same. In terms of feel, it's smooth and elegant, yet ripe and forceful. Finishes crusty and long. A winner from a winery that up until now hasn't shown much.",Cuvée,91,20.0,Rapel Valley,,Misiones de Rengo 2007 Cuvée Carmenère (Rapel Valley),Carmenère,2007.0,4/6 Excellent,Up to 20€
Chile,"Pushy aromas include minty oak, shoe polish and foxy plum and berry. There's a lot of forward oak, warmth and ripe fruit.",Reserva Encinos,83,13.0,Colchagua Valley,,Santa Luz 2011 Reserva Encinos Carmenère (Colchagua Valley),Carmenère,2011.0,2/6 Good,Up to 20€
Chile,"Smells like generic red fruits with a pinch of green herbs. Feels choppy and astringent, with green-leaning flavors of plum and raspberry. Zesty on the finish but tastes herbal and underdeveloped.",Made with Organic Grapes,84,15.0,Maule Valley,,Chilcas 2010 Made with Organic Grapes Cabernet Sauvignon-Malbec (Maule Valley),Cabernet Sauvignon-Malbec,2010.0,2/6 Good,Up to 20€
Chile,"Pear and melon aromas get a boost from the barrel, but ultimately the nose on this Chardonnay is simple. In the mouth, things run smooth. Barrel-related flavors of spice, hickory and toast dominate white-fruit notes, while the finish is oaky but balanced in feel.",Reserve,87,15.0,Leyda Valley,,Santa Ema 2013 Reserve Chardonnay (Leyda Valley),Chardonnay,2013.0,3/6 Very Good,Up to 20€
Chile,"Apple and citrus aromas are neither well defined nor overly aromatic. Fresh and juicy on the palate, this offers citrus peel and green melon flavors. Mild and short on the finish.",Vitral,86,11.0,Chile,,Viña Maipo 2015 Vitral Chardonnay (Chile),Chardonnay,2015.0,2/6 Good,Up to 20€
Chile,"Earthy, lightly herbal and stewed aromas of spiced plum, prune and raisin lead to a grabby, tannic, somewhat abrasive palate. Given that this is now seven years past harvest, it's interesting how ripped, gritty and lively it feels. Herbal chunky flavors of spiced berry fruits and residual oak close with energy. Drink through 2022.",Éclat Vigno Old Vine Dry-Farmed,90,35.0,Maule Valley,,Valdivieso 2010 Éclat Vigno Old Vine Dry-Farmed Carignan (Maule Valley),Carignan,2010.0,4/6 Excellent,Up to 50€
Chile,"Raspberry and plum aromas come with notes of tea and spice. This is fresh and fairly light in body, with a touch of creaminess. Dry, spicy, modest red-fruit flavors finish spicy and with better-than-average length. For the money, this is quite good.",Summit 2900,87,13.0,Maipo Valley,,Bodega Volcanes de Chile 2012 Summit 2900 Pinot Noir (Maipo Valley),Pinot Noir,2012.0,3/6 Very Good,Up to 20€
Chile,"There are woody aromas to the nose but little fruit. This is fresh but empty in the mouth, with woody flavors of barbecue and hickory but, once again, minimal fruitiness.",Casillero del Diablo Reserva,84,11.0,Limarí Valley,,Concha y Toro 2012 Casillero del Diablo Reserva Chardonnay (Limarí Valley),Chardonnay,2012.0,2/6 Good,Up to 20€
Chile,"Despite opening with saucy, earthy, gaseous aromas, this mountain-vineyard Pinot delivers textural balance and modest acidity in support of peppery, toasty, spicy flavors of dried cherry, tomato and earth. A mildly spicy, round finish provides for a good ending.",Espino,88,17.0,Maipo Valley,,William Fèvre 2013 Espino Pinot Noir (Maipo Valley),Pinot Noir,2013.0,3/6 Very Good,Up to 20€
Chile,"Smoky, toasty aromas rest on top of muscular plum and red berry scents. This is a fuller-bodied, chunky wine with good acidity and resiny, oak-based dryness to the palate. Berry and plum flavors are round and woody, while the finish is slightly tomatoey.",Marques de Casa Concha,87,18.0,Limarí Valley,,Concha y Toro 2012 Marques de Casa Concha Pinot Noir (Limarí Valley),Pinot Noir,2012.0,3/6 Very Good,Up to 20€
Chile,"Herbal aromas, a chunky palate and herbal cherry and plum flavors finish earthy and with a raisiny element. This is sort of amorphous and mealy on the palate.",Reserva Espiritu de los Andes,83,10.0,Bío Bío Valley,,Santa Alicia 2012 Reserva Espiritu de los Andes Pinot Noir (Bío Bío Valley),Pinot Noir,2012.0,2/6 Good,Up to 10€
Chile,"Complex on the nose, with leather, dried flowers, tobacco, licorice, coconut and cassis aromas. It's solid as a rock on the palate, with herbal, spicy flavors of mature berry fruits and raisin. Spicy and a touch hot on the finish. Drink now through 2015.",Cabo de Hornos Special Reserve,90,44.0,Chile,,San Pedro 2007 Cabo de Hornos Special Reserve Red (Chile),Red Blend,2007.0,4/6 Excellent,Up to 50€
Chile,"Angular on the nose, with earthy, semisharp red fruit aromas that are undoubtedly Pinot-related. The palate offers good depth and only slightly jagged acids, and the flavors of raspberry are snappy and just a bit herbal. Dry, toasty and endearing on the finish.",Alpha,88,24.0,Casablanca Valley,,Montes 2008 Alpha Pinot Noir (Casablanca Valley),Pinot Noir,2008.0,3/6 Very Good,Up to 50€
Chile,"Fresh bell pepper and passion fruit aromas are a bit underripe in character. The palate feels juicy and bright, with zesty acidity. Nectarine and green-herb flavors hint at vegetal undertones, while the finish is short but fresh. Drink now.",Santa Digna,86,12.0,Central Valley,,Miguel Torres 2014 Santa Digna Sauvignon Blanc (Central Valley),Sauvignon Blanc,2014.0,2/6 Good,Up to 20€
Chile,"Herbal plum and berry aromas turn a bit green and herbaceous with airing. In the mouth, this is modest and regular feeling, with leafy flavors of wintergreen running alongside peppery cherry and berry. A short, herbal finish is the close.",Reserva,85,12.0,Maule Valley,,Sundance 2010 Reserva Cabernet Sauvignon (Maule Valley),Cabernet Sauvignon,2010.0,2/6 Good,Up to 20€
Chile,"Overpowering, intense barrel aromas are resiny and fully toasted. This oaky Chardonnay is flush and textured in the mouth. Flavors of resiny, raw wood are front and center, followed by woodspice and hickory. A final heaping of oak is poured onto this wine's barrel-heavy finish.",Toro de Piedra Grand Reserve Single Vineyard,85,16.0,Maule Valley,,Viña Requingua 2012 Toro de Piedra Grand Reserve Single Vineyard Chardonnay (Maule Valley),Chardonnay,2012.0,2/6 Good,Up to 20€
Chile,"This seems a bit fiery on the nose, with tomato, exotic berry, herb, coffee and earth aromas. It feels raw and tannic but serious, with zesty, herbal flavors of briary berry and oak. The herbal Elqui character appears on the the finish.",1865 Limited Edition,87,25.0,Elqui Valley,,San Pedro 2009 1865 Limited Edition Syrah (Elqui Valley),Syrah,2009.0,3/6 Very Good,Up to 50€
Chile,"Something's definitely not clicking with this wine. It has sweet, heavy beet and horseradish aromas, and there's a burnt harshness to the whole package. The palate shows a hard scour as well, with sour, strange, underdeveloped flavors. Just a tough, heavy wine with little charm.",60/40 Reserve Barrel Select,81,12.0,Maipo Valley,,Santa Ema 2007 60/40 Reserve Barrel Select Cabernet Sauvignon-Merlot (Maipo Valley),Cabernet Sauvignon-Merlot,2007.0,1/6 Acceptable,Up to 20€
Chile,"Light, elegant and lithe on the nose, with a touch of stemminess to the core plum and cherry aromas. Feels just right, with a feminine touch and snap to the mouthfeel. Flavors of red plum, raspberry, herbs, tomato and dried spice lead to a fresh, focused finish. Top level for under $15.",Limited Selection,89,14.0,Casablanca Valley,,Montes 2010 Limited Selection Pinot Noir (Casablanca Valley),Pinot Noir,2010.0,3/6 Very Good,Up to 20€
Chile,"Hard, acrid and sweaty smelling, with a plump but dilute-feeling palate that shows flavors of bitter peach pit, white grapefruit and citrus. Hard and bitter on the finish. Harmony is questionable; overall quality is sketchy.",Private Reserve,83,13.0,Maule Valley,,Viña el Aromo 2009 Private Reserve Sauvignon Blanc (Maule Valley),Sauvignon Blanc,2009.0,2/6 Good,Up to 20€
Chile,"Good for Valdivieso that they are willing to experiment with a Mourvèdre-led blend that also contains Carignan and Syrah. This is racy and a bit tangy, with plenty of old-vines acidity making the wine a bit jumpy and scouring. Probably best with food; it's a bit astringent on its own.",Eclat,86,25.0,Maule Valley,,Valdivieso 2005 Eclat Red (Maule Valley),Red Blend,2005.0,2/6 Good,Up to 50€
Chile,"Syrah and Cabernet are at the heart of this blend, which is perfumed and bold, with olive, crushed earth and minerally aromas. Subtle on the palate, with dense but narrow plum and herb flavors. Finishes herbal, with good clarity, earth and character. Just shy of excellent.",Kuyen,89,30.0,Maipo Valley,,Antiyal 2007 Kuyen Red (Maipo Valley),Red Blend,2007.0,3/6 Very Good,Up to 50€
Chile,"This yellow-tinted blend of Sauvignon Blanc and Chardonnay smells more like freshly waxed floorboards and wood resin than fruit. In the mouth, this is resiny and plump, with mild acidity. A weird set of woody, waxy flavors falls flat on the finish.",Hacienda Araucano Clos de Lolol,82,20.0,Lolol Valley,,François Lurton 2015 Hacienda Araucano Clos de Lolol White (Lolol Valley),White Blend,2015.0,1/6 Acceptable,Up to 20€
Chile,"Apple and pear aromas set up a lively, somewhat chunky feeling palate. Flavors of green citrus fruits and brine finish similarly, with briny notes sitting side by side with citrus flavors.",Reserva,86,11.0,Maule Valley,,Balduzzi 2013 Reserva Chardonnay (Maule Valley),Chardonnay,2013.0,2/6 Good,Up to 20€
Chile,"Electric purple in color, it conveys wiry aromas of wet dog, green herbs and berry fruits. The palate is loud and clacky, with a jumpy overall feel and an overriding sense of youth. Boysenberry, blueberry and blackberry flavors come with undertones of green herbs and licorice, while the finish is aggressive and moderately complex. Drink through 2019.",Terrunyo Entre Cordilleras Peumo Vineyard Block 27,91,50.0,Peumo,,Concha y Toro 2011 Terrunyo Entre Cordilleras Peumo Vineyard Block 27 Carmenère (Peumo),Carmenère,2011.0,4/6 Excellent,Up to 50€
Chile,"This opens with exotic aromas of charcuterie along with blue fruits. The palate is heavy and blocky in feel, with grabbing tannins. Roasted berry, spice and herbal notes finish oaky and toasty.",Grande Reserve,89,18.0,Maule Valley,,Altamana 2013 Grande Reserve Malbec (Maule Valley),Malbec,2013.0,3/6 Very Good,Up to 20€
Chile,"Brushy, herbal aromas include saucy notes of cherry tomato and iodine. This mystery blend from a 60-year-old vineyard in Curicó is medium in body, with salty, savory plum flavors. Briny notes and saltiness outmaneuver the wine's fruit content on the finish.",Specialties Cool Mountain Field Blend,87,18.0,Curicó Valley,,Santa Carolina 2013 Specialties Cool Mountain Field Blend Red (Curicó Valley),Red Blend,2013.0,3/6 Very Good,Up to 20€
Chile,"Concentrated blackberry, leather and loam aromas are big, bold and bullish. This is saturated and heavy in the mouth, with leather, roasted berry and meaty flavors. A round finish comes with just enough snappy acidity to keep it lively, although there is some choppiness and grit to it.",Marques de Casa Concha,88,26.0,Peumo,,Concha y Toro 2011 Marques de Casa Concha Carmenère (Peumo),Carmenère,2011.0,3/6 Very Good,Up to 50€
Chile,"This is black in color, and on the nose it's jammy and intense, with slightly reduced blueberry and exotic cumin scents. The palate offers a smooth texture, depth and balance alongside toasty, blackened flavors of berry, cassis and pepper. A chocolaty, lightly toasted finish is a fine ending to this lively, tasty Malbec.",Reserva de Familia,89,20.0,Rapel Valley,,Santa Carolina 2010 Reserva de Familia Malbec (Rapel Valley),Malbec,2010.0,3/6 Very Good,Up to 20€
Chile,"Melon and green apple aromas are solid and clean. The melony palate offers a plump feel and bright, sweet flavors of mango, pineapple and apple. This wine delivers a lot of fruit and liveliness on a regular frame.",Aliwen Reserva,86,12.0,Curicó and Maipo Valleys,,Undurraga 2010 Aliwen Reserva Chardonnay (Curicó and Maipo Valleys),Chardonnay,2010.0,2/6 Good,Up to 20€
Chile,"Earthy berry aromas are typical of good Carmenère, meaning they are lightly herbal, spicy and a touch savory. This is a ripe specimen from a hot year, so it's plump and creamy in weight. Flavors of blackberry, fig and chocolate are lightly herbal, while the finish is smooth and generous.",Gran Reserva,90,17.0,Colchagua Valley,,Koyle 2012 Gran Reserva Carmenère (Colchagua Valley),Carmenère,2012.0,4/6 Excellent,Up to 20€
Chile,"Casa Silva is a pioneer in the chilly Paredones region, but it has taken them a few years to get this wine right. In 2014, it's there. Dusty, round, briny citrus aromas are not overly pungent or spiky. This is tangy and citric on the palate, but not unfriendly. Lime, gooseberry and sour orange flavors finish long and true.",Cool Coast Viñedo de Paredones,90,24.0,Colchagua Valley,,Casa Silva 2014 Cool Coast Viñedo de Paredones Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,2014.0,4/6 Excellent,Up to 50€
Chile,"This early 2016 release smells like a scented sandalwood candle. In the mouth, things are sticky and scratchy, while olive and herbal berry flavors finish with little to no change.",Special Release Reserva,85,15.0,Curicó Valley,,Aresti 2016 Special Release Reserva Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,2016.0,2/6 Good,Up to 20€
Chile,"Hot, baked, rubbery aromas of black cherry and blackberry feed into a racy, pinched palate with astringent tannins. Herbal plum and berry flavors finish spicy and oaky, with a note of brown sugar. Drink through 2018.",Cholqui,88,50.0,Maipo Valley,,Tres Palacios 2012 Cholqui Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2012.0,3/6 Very Good,Up to 50€
Chile,"Light, perfumed aromas are feint on the nose. The palate is intense and tightly presented. Raspberry flavors are direct prior to transitioning to oak and related peppery spice. A hot sensation rises up on a snappy finish.",Coleccion Limited Edition,87,22.0,San Antonio,,Apaltagua 2013 Coleccion Limited Edition Pinot Noir (San Antonio),Pinot Noir,2013.0,3/6 Very Good,Up to 50€
Chile,"Stocky yet comported up front, this dark-colored Carmenère pumps out blackberry aromas along with notes of dried herbs and desert brush. A full but balanced palate deals toasty, blackened plum and spice flavors in front of a finish with ample oak and baking-spice notes.",Sibaris Gran Reserva,89,18.0,Colchagua Valley,,Undurraga 2014 Sibaris Gran Reserva Carmenère (Colchagua Valley),Carmenère,2014.0,3/6 Very Good,Up to 20€
Chile,"Minty plum and berry aromas are herbal but ripe, with a note of chocolate and black tea. This is lush and layered, with top-end mouthfeel and herbal, floral flavors of berry fruits and plum. A smooth, herbal tasting finish is the finale to a well-made, flavorful wine.",Single Vineyard,90,22.0,Colchagua Valley,,Siegel 2012 Single Vineyard Carmenère (Colchagua Valley),Carmenère,2012.0,4/6 Excellent,Up to 50€
Chile,"Nice Pinot, with light tomato, mint, lemon peel and red plum aromas. The palate is dry and refreshing, with purity and citrusy raspberry/cherry flavors. Shows more weight and stuffing toward the finish, but stays narrow in terms of flavor. One of Chile's most expensive Pinot Noirs.",Ventolera,87,32.0,Leyda Valley,,Viña Litoral 2008 Ventolera Pinot Noir (Leyda Valley),Pinot Noir,2008.0,3/6 Very Good,Up to 50€
Chile,"Deep purple in color, this Itata Valley blend of Carignan, Syrah and Garnacha is concentrated, cool and rubbery smelling, with underlying cassis and blackberry aromas. High acidity yields a scratchy mouthfeel, while flavors of lactic oak and saucy black plum finish short and choppy, with unabsorbed tartaric acidity. Drink through 2018.",Bravado,89,20.0,Itata Valley,,Garcia Schwaderer 2012 Bravado Red (Itata Valley),Red Blend,2012.0,3/6 Very Good,Up to 20€
Chile,"Lactic oak and rubbery black fruit aromas lead to a wiry, acidic palate. This is limited in its flavor range, with plum and berry flavors leading the way. An edgy feeling finish with plum and snappy acidity is not too demanding.",Reserva Sepia,86,12.0,Maipo Valley,,Vistamar 2013 Reserva Sepia Merlot (Maipo Valley),Merlot,2013.0,2/6 Good,Up to 20€
Chile,"Plum and raspberry aromas are herbal and slightly grassy. On the tongue, wiry acidity feels citric. Flavors of red plum, spiced cherry, tomato and herbs ride a road of choppy acidity and rough tannins to a bold finish. Drink through 2020.",Amplus,88,24.0,Maipo Valley,,Santa Ema 2013 Amplus Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2013.0,3/6 Very Good,Up to 50€
Chile,"Citrus aromas lead the nose, followed by feline notes, yeasty vanilla and green pepper scents. This wine has a citric, tangy, hard-driving palate. Flavors of orange, tangerine and grapefruit finish with zesty acidity.",La Joya Gran Reserva,86,11.0,Colchagua Valley,,Viña Bisquertt 2014 La Joya Gran Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,2014.0,2/6 Good,Up to 20€
Chile,"Smells floral and foresty, with solid plum and cherry scents offset by rubber. Feels fresh and zesty, with semisharp acidity pushing bright flavors of raspberry, red plum and dry oak. Turns a touch more oaky late, as vanilla and coconut flavors rise up. From five grapes led by Carmenère.",San Lorenzo Estate,88,20.0,Maipo Valley,,Chono 2009 San Lorenzo Estate Red (Maipo Valley),Red Blend,2009.0,3/6 Very Good,Up to 20€
Chile,"About as typical and pleasant as you'll find in this price range. The nose is snappy, with aromas of fresh peas, bell pepper, citrus and wild herbs. Feels light and fresh, with flavors of lime and apple alongside tangerine.",Reserva,87,10.0,Casablanca Valley,,Ventisquero 2011 Reserva Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,2011.0,3/6 Very Good,Up to 10€
Chile,"Leafy, dry, earthy aromas come in front of a bouncy, fresh palate. Plum, cherry and pomegranate flavors drive this in the direction of red fruits, while the finish is a little woody, dry and peppery.",Aliwen Reserva,87,13.0,Leyda Valley-Maipo Valley,,Undurraga 2012 Aliwen Reserva Pinot Noir (Leyda Valley-Maipo Valley),Pinot Noir,2012.0,3/6 Very Good,Up to 20€
Chile,"Aromas of vanilla and pear are mild on the nose. This feels heavy and chunky, with low acidity. Vanilla, melon and papaya flavors taste as though they're on the way out, while this soft Chardonnay feels oily on the finish.",Reserva de Familia,85,20.0,Limarí Valley,,Santa Carolina 2013 Reserva de Familia Chardonnay (Limarí Valley),Chardonnay,2013.0,2/6 Good,Up to 20€
Chile,"Jammy blueberry notes greet you on the nose. The palate feels heavy and blocky, while raisin, prune and other overripe flavors, yet settles on an herbal and baked-fruit finish. The 2012 vintage was one of Chile's hottest in years, and this shows it.",1865 Single Vineyard,84,20.0,Maule Valley,,San Pedro 2012 1865 Single Vineyard Malbec (Maule Valley),Malbec,2012.0,2/6 Good,Up to 20€
Chile,"Bland, oaky aromas register as resiny. This has a heavy, syrupy mouthfeel. Flavors of canned pineapple and peach finish heavy.",Vitral Reserva,83,12.0,Chile,,Viña Maipo 2013 Vitral Reserva Chardonnay (Chile),Chardonnay,2013.0,2/6 Good,Up to 20€
Chile,"Toasty, roasted aromas of earthy plum and berry fruits set up a full-bodied but friendly palate of soft tannins. Dark, oaky, minty flavors of black fruits finish with peppery spice, good length and some heat.",Gran Reserva Triumpheros,88,19.0,Colchagua Valley,,Alto Los Romeros 2013 Gran Reserva Triumpheros Merlot (Colchagua Valley),Merlot,2013.0,3/6 Very Good,Up to 20€
Chile,"Apple, melon, saline and buttered popcorn aromas set up a lively palate with snappy acidity. Apple and melon flavors turn a bit stalky and bitter on the finish.",Corralillo,85,20.0,San Antonio,,Matetic 2013 Corralillo Chardonnay (San Antonio),Chardonnay,2013.0,2/6 Good,Up to 20€
Chile,"A consistent wine based on the previous vintage, with nice melon, grass and tropical aromas. The palate runs quick and crisp, with tangy citrus flavors, particularly orange, lime and pineapple. Finishes tropical and healthy, with a hint of pine needle.",Punto Final,88,12.0,Casablanca Valley,,Bodega Renacer 2010 Punto Final Sauvignon Blanc (Casablanca Valley),Sauvignon Blanc,2010.0,3/6 Very Good,Up to 20€
Chile,"Aromas of olive, mushroom and berry fruits are lightly herbal. This Cabernet feels scratchy, abrupt and edgy, while herbal raspberry and plum flavors finish solid and with a slight note of pickle.",Casillero del Diablo Reserva Privada,87,18.0,Maipo Valley,,Concha y Toro 2015 Casillero del Diablo Reserva Privada Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,2015.0,3/6 Very Good,Up to 20€
Chile,"Rubbery and gassy at first, with a ton of barrel power that pushes charred aromas onto the nose. Feels correct and well-balanced, with honest Pinot flavors of red fruits, herbs and baked earth. Tastes and feels harmonious.",Wild Ferment,89,28.0,Casablanca Valley,,Errazuriz 2010 Wild Ferment Pinot Noir (Casablanca Valley),Pinot Noir,2010.0,3/6 Very Good,Up to 50€
Chile,"Minty, creamy and as oaky as can be. Coconut, sawdust, carob and other barrel-based aromas steal the nose, with secondary black fruit and thick tannins composing the palate. This is a ripped, high-alcohol, almost soupy Syrah that in some people's eye may seem overdone and too woody. But the fruit is of unquestionable high quality, and if you give it time to air out you'll get the best results.",Folly,90,82.0,Apalta,,Montes 2005 Folly Syrah (Apalta),Syrah,2005.0,4/6 Excellent,Up to 100€
Chile,Forceful aromas of pie crust and heavy berry fruits are clumsy but generous. There's elastic tightness to the palate along with herbal berry flavors. The finish loses fruit while cranking up the toasty afterburners.,Reserva,86,10.0,Maipo Valley,,Santa Alicia 2012 Reserva Shiraz (Maipo Valley),Shiraz,2012.0,2/6 Good,Up to 10€
Chile,"White flower, lychee and apple aromas carry the mellow bouquet. The chunky-feeling palate bears powdery, sweet flavors of peach and melon, mixed with greener notes of grass and lime. The 80% Viognier component is typical of the warm climate: plump and oily, with a short finish. Chardonnay fills out the blend.",Estate,86,15.0,Colchagua Valley,,Estampa 2011 Estate Viognier-Chardonnay (Colchagua Valley),Viognier-Chardonnay,2011.0,2/6 Good,Up to 20€
Chile,"Standard berry, plum and herb aromas set up a gummy-feeling palate, with a berry flavor and a hint of fine herbs. It shows texture and a black olive flavor on the finish.",Selected Terroir,85,9.0,Cachapoal Valley,,Santa Ema 2010 Selected Terroir Carmenère (Cachapoal Valley),Carmenère,2010.0,2/6 Good,Up to 10€
Chile,Less adequate than in the past. The wine lacks aromatic zest and pungency before showing tart apple and ultimately vegetal flavors. Canned pea notes are prevalent.,120,80,8.0,Central Valley,,Santa Rita 2010 120 Sauvignon Blanc (Central Valley),Sauvignon Blanc,2010.0,1/6 Acceptable,Up to 10€
Chile,"Tropical aromas come with familiar notes of apple and pear. This feels chunky and melony, with soft, pithy melon and apple flavors. It remains soft and friendly on the finish, and with more fruit than cut, it should be drunk right away.",Aliwen Reserva,87,13.0,Maipo Valley,,Undurraga 2011 Aliwen Reserva Chardonnay (Maipo Valley),Chardonnay,2011.0,3/6 Very Good,Up to 20€
Chile,"Earthy aromas of a leather, scratchy plum and a dusty country road lead to a tight feeling, rubbery palate, with flavors of herbs, baked plum and cassis. This is more fruity and ripe than leafy and spicy—overall, it's perfectly enjoyable.",Private,88,35.0,Cachapoal Valley,,Valle Secreto 2012 Private Cabernet Franc (Cachapoal Valley),Cabernet Franc,2012.0,3/6 Very Good,Up to 50€
Chile,"Black-plum and apple-skin aromas are fruity and a bit raw. In the mouth, this blend of Cabernet Franc, Syrah, Carmenère and Petit Verdot is full, properly tannic and loamy in feel. Dark-leaning flavors of licorice, peppery spice, chocolate and herbs finish with classic Chilean notes of black olive and tobacco. Drink through 2019.",Lien,91,30.0,Colchagua Valley,,Maquis 2009 Lien Red (Colchagua Valley),Red Blend,2009.0,4/6 Excellent,Up to 50€
